75585,Birth Anniversary of Chairman Kim Jong Il Celebrated with Splendor,All the people across the country celebrated the birth anniversary of Chairman Kim Jong Il (the Day of the Shining Star) with splendor. The people visited the Kumsusan Palace of the Sun the sacred temple of Juche where President Kim Il Sung and Chairman Kim Jong Il lie in state and paid tribute to the portraits of smiling Kim Il Sung and Kim Jong Il. The working people service personnel youth and students visited the statues of the great leaders and mosaics of their smiling images on Mansu Hill and in different parts of the country to pay tribute to them. Art performances were given at industrial establishments and on farms across the country. Put on the stages at the ministries and national institutions including the Ministry of Agriculture the Ministry of Physical Culture and Sports and the Ministry of Land and Maritime Transport and at scientific and educational institutions including the State Academy of Sciences Kim Chaek University of Technology and Kim Chol Ju University of Education were songs praising the great man. Art performances were also given at the Hwanghae Iron and Steel Complex the Pyongyang Thermal Power Complex the Kim Jong Thae Electric Locomotive Complex the Sunchon Thermal Power Plant the Chongsan Co-op Farm in Kangso District etc. Sports games took place at units at all levels in Pyongyang and other places adding festive mood.  - In Jagang province - - In Ministry of Agriculture - - In Pyongyang Kim Jong Suk Textile Mill - Rodong Sinmun, ,2/17/2020
75586,Floral Tribute Paid to Statues of President Kim Il Sung and Chairman Kim Jong Il, Working people service personnel youth and students across the country visited the statues of President Kim Il Sung and Chairman Kim Jong Il in different parts of the country to pay floral tribute to them on the occasion of the Day of the Shining Star the greatest auspicious holiday of the nation. Seen standing before the statues of the great leaders was a floral basket sent by Supreme Leader Kim Jong Un. Laid at the statues were floral baskets in the names of the party power and armed forces organs social organizations ministries national institutions units of the Korean People's Army (KPA) and the Korean People's Internal Security Forces (KPISF) and institutions and industrial establishments at all levels in Pyongyang. A floral basket in the name of the Pyongyang Mission of the Anti-Imperialist National Democratic Front was laid there. The masses paid tribute to the statues. Placed at the statues of Kim Il Sung and Kim Jong Il and mosaics depicting the smiling images of the great leaders in various places of Pyongyang including Kim Il Sung University the Ministry of the People's Armed Forces and the Mansudae Art Studio were floral baskets in the names of institutions enterprises and units of the KPA and the KPISF. Working people service personnel youth and students across the country visited the statues of the great leaders and mosaics portraying the smiling images of the great leaders in their residential areas to pay tribute to them.,Rodong Sinmun,2/17/2020
75587,Greetings to Supreme Leader Kim Jong Un from Chongryon Organizations,Supreme Leader Kim Jong Un received messages of greeting from the organizations of the General Association of Korean Residents in Japan (Chongryon) on the occasion of the Day of the Shining Star the nation's greatest auspicious holiday. They are the Standing Council of the Korean Federation of Workers in Commerce in Japan the Central Standing Committee of the Korean Youth League in Japan the Central Standing Committee of the Union of Democratic Korean Women in Japan the Central Standing Management Board of the Korean Youth Commercial Association in Japan the Central Standing Committee of the Union of Korean Teachers in Japan the Central Standing Council of the Union of Korean Educational Association in Japan the Central Standing Council of the Korean Scientists and Technologists Association in Japan the Central Standing Council of the Korean Social Scientists Association in Japan the Standing Council of the Korean Sportsmen's Federation in Japan the Central Standing Committee of the Union of Korean Writers and Artists in Japan the Central Standing Council of the Korean Health Workers Association in Japan the Central Standing Committee of the Union of Korean Students in Japan the Association of Koreans in Japan for Peaceful Reunification the Central Standing Council of the Korean Human Rights Association in Japan and other Chongryon central organizations and its affiliated organizations the Choson Sinbo Company the Korean News Service the Hagu Bookshop the Kumgang-san Opera Troupe Kumgang Insurance Company the Committee for Promoting Korea-Japan Economic Exchange the Center for Consulting Marriage of Korean Youth in Japan and other affiliates and local headquarters of Chongryon Korean University and Korean schools in Japan at all levels. The messages paid the highest tribute to Chairman Kim Jong Il and extended the greatest glory and warmest congratulations to Supreme Leader Kim Jong Un who is opening up the road of the victory of the revolutionary cause of Juche under the unfurled banner of achieving the prosperity by dint of self-reliance.,Rodong Sinmun,2/17/2020
75588,Vegetable Production Base Conveying Great Affection of Supreme Leader Kim Jong Un,The Jungphyong Vegetable Greenhouse Farm harvested a lot of fruit vegetables ahead of the Day of the Shining Star (birth anniversary of Chairman Kim Jong Il). In January too it produced many early vegetables. Despite of the winter weather condition tomato cucumber and pepper and other vegetables are growing in thick verdure at greenhouses. Supreme Leader Kim Jong Un ensured that such wonderful greenhouses were built in Jungphyong in order to realize the noble will of President Kim Il Sung and Chairman Kim Jong Il who had always been concerned about the issue of providing vegetables to people in North Hamgyong Province. Looking round greenhouses he said that there was nothing desirable for him if the greenhouse farm would contribute to the dietary life of the people in North Hamgyong Province. Its officials and farmers bearing the teachings of the Supreme Leader deep in their minds assiduously cultivated vegetables thus gathering in such rich vegetables even in mid-winter.,Rodong Sinmun,2/17/2020
75589,Song Loved by Chairman Kim Jong Il,Chairman Kim Jong Il would hear the song 'œWe Have Planted Apple Trees on Mountains' whenever opportunities presented themselves recollecting the immortal history of President Kim Il Sung in deep emotion. The song reflects the then reality of our rural areas which had been changed since the Pukchong Enlarged Meeting of the Presidium of the C. C. the Workers' Party of Korea was held under the guidance of President Kim Il Sung. Kim Jong Il loved this song so intensely with the noble will to glorify the exploits and benevolence of President Kim Il Sung and beautify our country generation after generation. Supreme Leader Kim Jong Un unfolds the history of devotion and love for people saying that the song is very good.,Rodong Sinmun,2/17/2020
75563,Floral Tribute Paid to Statues of President Kim Il Sung Chairman Kim Jong Il,Floral baskets were sent to the statues of President Kim Il Sung and Chairman Kim Jong Il on Mansu Hill by Jong Il Sim widow of DPRK Hero An Tong Su the family of Kim Sun Ok who is related to the anti-Japanese revolutionary struggle the Anti-Imperialist Forum of Germany and Jindallae Saphariny president of the Jindallae Children's Foundation on the occasion of the Day of the Shining Star (the birth anniversary of Kim Jong Il). They were laid at the statues on Saturday.,Rodong Sinmun,2/16/2020
75564,Supreme Leader Kim Jong Un Receives Message of Greeting from Leader of Russian Political Party,Kim Jong Un chairman of the Workers' Party of Korea received a message of greeting from Gennadi Andreyevich Zhuganov chairman of the Central Committee of the Communist Party of the Russian Federation on February 13. The message said that they would soon greet the 78th birth anniversary of Kim Jong Il general secretary of the Workers' Party of Korea leader of the Democratic People's Republic of Korea and chairman of the DPRK National Defence Commission. It noted that the Korean people have advanced along the road of creation achieved brilliant successes in the fields of science industry and culture and put the country's defence capabilities on a new stage under the leadership of Kim Jong Il. The message wished the Korean people great successes in accomplishing the cause of socialist construction saying that thanks to Kim Jong Un's ceaseless efforts the working people of the DPRK are confidently building a prosperous socialist society and vigorously advancing along the road of socialist development true to the behests of President Kim Il Sung and Chairman Kim Jong Il.,Rodong Sinmun,2/16/2020
75565,Supreme Leader Kim Jong Un Sends Greetings to Serbian President,Kim Jong Un chairman of the State Affairs Commission of the Democratic People's Republic of Korea Saturday sent a message of greeting to Aleksandar Vucic president of the Republic of Serbia. He in the message extended warm congratulations to the Serbian president government and people on behalf of the DPRK government and people on the occasion of the national day of the Republic of Serbia. Expressing the belief that the long-standing friendly relations between the DPRK and Serbia would develop in conformity with the desire and aspiration of the peoples of the two countries he wished the president and people of Serbia greater success in their work for the independent development and prosperity of the country.,Rodong Sinmun,2/16/2020
75566,Youth League Officials Start Expedition to Revolutionary Battle Sites in Area of Mt Paektu,The expedition group made up of officials of the Kimilsungist-Kimjongilist Youth League from across the country to the revolutionary battle sites in the area of Mt Paektu held a meeting at the plaza before the statue of Chairman Kim Jong Il in Samjiyon City on Saturday. A report was followed by speeches at the meeting. A reporter and speakers referred to the fact that Supreme Leader Kim Jong Un left the sacred traces in the revolutionary battle sites in Mt Paektu area through knee-high snow and saw to it that education in revolutionary traditions was further intensified and a step was taken for the youth league officials to make the expedition to the revolutionary battle sites of Mt Paektu area. They stressed the need to bear in mind the revolutionary exploits of the peerlessly great persons associated with each battle site and the noble intention of the Supreme Leader who made his march to the revolutionary battle sites in the area of Mt Paektu. At the end of the meeting the participants left for battle sites of the anti-Japanese war.  ,Rodong Sinmun,2/16/2020
75567,Supreme Leader Kim Jong Un Receives Congratulatory Letter from Chongryon Central Standing Committee,Supreme Leader Kim Jong Un received a congratulatory letter from the Central Standing Committee of the General Association of Korean Residents in Japan (Chongryon) on Sunday on the occasion of the Day of the Shining Star (birth anniversary of Chairman Kim Jong Il). The letter said that the career of the great leader Generalissimo Kim Jong Il who was born in Mt Paektu and led the cause of Juche in the van is the brilliant one of the most prominent leader and great sage of revolution as he achieved the exploits for the country and mankind true to the intention of President Kim Il Sung. It noted that Kim Jong Il is the gifted thinker and theoretician who provided the powerful ideological weapon for the victorious advance of the socialist cause with his rare wisdom and energetic pursuit and the peerlessly brilliant commander who won victory after victory in the acute political and military confrontation with the imperialists with his superb Songun leadership and thus turned our country into the political and ideological power of the single-minded unity and the military power of self-defence being recognized by the world. It said that Kim Jong Il is the outstanding leader who developed Chongryon into the patriotic pioneer model of patriotism and loyalty and example of overseas compatriots' organizations true to the noble intention of Kim Il Sung and defender of the destiny of Chongryon and Koreans in Japan. It stated that the history of the warm affection of Kim Jong Il for the Koreans in Japan and blood ties between him and them invariably continue under the paternal benevolence and meticulous loving care of Supreme Leader Kim Jong Un. It stressed that Chongryon would make a signal advance in the struggle for moving up a new heyday of the movement of Koreans in Japan true to the behests of Kim Jong Il this year when the motherland is conducting an offensive for making a breakthrough head-on to open up a fresh avenue to socialist construction. It added that the Chongryon Central Standing Committee wishes Kim Jong Un good health carrying the loyalty of the whole officials of Chongryon and Koreans in Japan and their reverence for him.,Rodong Sinmun,2/16/2020
75568,Supreme Leader Kim Jong Un Receives Congratulatory Letter from C. C. AINDF,Kim Jong Un chairman of the State Affairs Commission of the Democratic People's Republic of Korea received a congratulatory letter from the Central Committee of the Anti-Imperialist National Democratic Front (AINDF) on Sunday on the occasion of the Day of the Shining Star (the birth anniversary of Chairman Kim Jong Il). The letter noted that the sacred life of the great Kim Jong Il chairman of the National Defence Commission brilliantly shines as the sacred one as he led the revolutionary cause of Juche pioneered by President Kim Il Sung in Mt Paektu to the brilliant victory and performed the eternal exploits in the history of Juche Korea and mankind. It said that Kim Jong Il the outstanding elder statesman in the era of independence laid the concrete foundation of the independent reunification and provided all the fellow countrymen with the bright hope of reunification with his noble patriotism and firm will to reunify the country. It also said that he delivered the decisive blow to the imperialist allied forces' strategy for hegemony and ambition for domination and made a great contribution to accomplishing the human cause of independence with the unwavering independent faith energetic external activities and skillful political diplomacy. It stated that the red flag of Mt Paektu associated with the whole life of Kim Jong Il is fluttering higher in the sky under the leadership of Kim Jong Un. The letter expressed the will to hold in high esteem Kim Jong Il the peerless patriot and the shining sun of the nation forever and live and struggle firmly along the road of reunification and patriotism indicated by him. It added that the C. C. AINDF wishes Kim Jong Un good health carrying the unanimous mind of the vanguard fighters and the patriotic people of all social standings in the south.,Rodong Sinmun,2/16/2020
75569,Supreme Leader Kim Jong Un Receives Congratulatory Letter from General Association of Koreans in China,Supreme Leader Kim Jong Un received a congratulatory letter from the General Association of Koreans in China on Sunday on the occasion of the Day of the Shining Star (the birth anniversary of Chairman Kim Jong Il). The letter said that Kim Jong Il led the revolutionary cause of Juche pioneered by President Kim Il Sung to victory while holding aloft the red flag of revolution for tens of years with great ambition to glorify Korea. It noted that Kim Jong Il is the peerless patriot as he regarded Kim Il Sung's idea of believing in the people as in Heaven as his motto and found himself among the people all his life and glorified the socialist motherland into the country of the people and devoted himself to the building of a socialist powerful nation and happiness of all generations to come. It stressed that the revolutionary exploits of Kim Jong Il who worked heart and soul to decorate his noble revolutionary career with the ardent love for the country and the nation and noble dedication to them would shine long with the country. It said that the revolutionary cause of Juche led by Kim Jong Il is dynamically advancing toward a fresh victory as it led by Kim Jong Un another heaven-sent great man. It stated that Koreans in China fully realize that the rosy future and happy tomorrow of all the fellow countrymen and Koreans in China depend on the road of upholding with loyalty Kim Jong Un the dignity of the socialist motherland and the banner of victory and glory and supporting the beloved motherland with conscience. It stressed that Koreans in China would dynamically take the road of patriotism to contribute to the prosperity of the country bearing in mind the great pride and self-esteem with which they live under the sky above Mt Paektu.,Rodong Sinmun,2/16/2020
75570,Despite the Danger of the Touch-and-go Situation,The tense situation prevailed in our country in 1976 because of the Panmunjom incident. One day Chairman Kim Jong Il summoned an official concerned and asked him about the construction of the Mansudae Art Theatre. The official answered him that he suspended the building of the theatre for the time being withdrew all the builders from the construction site and ultimately summoned the workers who were dispatched to a place on the East Sea of Korea to extract natural rocks there and lay them in a park fronting the theatre. Kim Jong Il asked the official hastily what he intended to do to build the park. He said emphatically that the construction of the theatre must be stepped up without the slightest vacillation according to the plan although the situation was tense at present. Kim Jong Il then proceeded to telephone the responsible officials of all the provinces to check up their farming and many other economic affairs and taught them in detail how to carry out their immediate tasks. Although the situation of Korea was touch-and-go socialist construction was pushed forward more vigorously than ever in the DPRK thanks to Kim Jong Il. The people were firmly convinced that they would always emerge victorious led by Kim Jong Il.,Rodong Sinmun,2/16/2020
75571,A Solemn Declaration,In May 1981 Chairman Kim Jong Il called a responsible military official to his side. On arrival the latter was informed by the former that President Kim Il Sung sailed part of the Taedong River and the West Sea of Korea selected the site of the West Sea Barrage on the spot and entrusted the Korean People's Army with the task of building the barrage. Kim Jong Il told the official that the Party Central Committee accordingly decided to assign the building of the barrage to the KPA. No other man of average courage than Kim Jong Il could dare mobilize the KPA for the extensive peaceful construction of the barrage because the situation of the Korean Peninsula was strained due to the reckless manoeuvres of the enemy in those days. The official energetically replied in great excitement that he would arrange for the barrage to be built without fail. Kim Jong Il looked at him trustworthily and said:The enemy is now making desperate preparations for another war playing with fire almost every day. But we'll frustrate the enemy with a war without shooting in its attempt to unleash another war. In other words we'll counter the attempt with large-scale construction projects for the conquest of nature. Consequently the KPA soldiers courageously launched out into the construction of the barrage to shatter the desperate moves of the hostile forces.,Paek Yong Mi,2/16/2020
75572,Central Oral Narration Contests of Korean Schoolchildren in Japan Held,Central Oral Narration Contests of Korean Schoolchildren in Japan for School Year 2019 were held in Tokyo on Jan. 26 and in Osaka on Feb. 5. More than 800 schoolchildren selected from Korean schools in various areas of Japan took part in the contests in which they fully demonstrated the advantages and justness of the national education through which they learn the Korean language to their hearts' content. Yun Hyon Ju vice-director of the Education Department of the Central Standing Committee of the General Association of Korean Residents in Japan and chairman of the Executive Committee of the Eastern Japanese Regional Meeting made a speech at the opening ceremony. Sub-sector contests included recitation poem recitation eloquence witty talk artistic propaganda and drama. Schoolchildren in the artistic propaganda sector gave a vivid description of their life experience like impression and joy they get when taking part in the New Year performance for 2020. They also fully demonstrated the might of unity they built through their school life as well as its vitality. The schoolchildren in the drama sector showed well their happiness and delight of learning the Korean language to their hearts' content.,Rodong Sinmun,2/16/2020
75573,Keeping Deep in Mind the Instructions Made by Chairman Kim Jong Il That Day,50-odd years ago Chairman Kim Jong Il visited the Kujang Cement Factory with President Kim Il Sung and gave precious tasks of increasing its production capacity to 200 000 tons and raising the quality of the cement. The workers of the factory bearing in mind his instructions that day achieved many successes in the dynamic struggle for the implementation of the tasks. In recent years alone the factory built one more large-capacity cement kiln and updated two old kilns for their normal operation. It also newly laid a belt conveyer at the material workshop and introduced various advanced equipment into the production process to keep the production on a steady basis.,Ri Hyong Gwon,2/16/2020
75574,Hygienic and Anti-epidemic Work Should Be Continuously Intensified without Slackening Vigilance,The struggle against the infectious disease is no more than a beginning. In order to win in the acute anti-epidemic campaign all people should further intensify the hygienic and anti-epidemic work with one mind and one will. Emergency anti-epidemic forces of related areas should be continuously reinforced hygienic and anti-epidemic works must be further intensified and problems be solved unconditionally with top priority. Vigorous political works and hygienic information services should be conducted to arouse people in the campaign to prevent the disease. Every field region and unit should minutely review the hygienic and anti-epidemic work and take effective measures against Covid-19.,Kim Song Min,2/16/2020
75575,All Efforts of Party's Work Concentrated on Implementing Behests of Chairman Kim Jong Il,Party organizations across the country concentrate all efforts of the Party's work on implementing behests of Chairman Kim Jong Il to obtain successes in the economic construction and the improvement of people's living standard. Kangwon Province successfully cut through thousands of meters of a waterway tunnel at the construction site of the Munchon Army-People Power Station in the wake of finishing the Ichon Army-Peolple Power Station. And the construction of several other Army-People Power Stations is also going on forcefully. Party organizations in Pyongyang including the Central District and Moranbong District Party Committees deployed loudspeaker cars and broadcasting equipment in front of Pyongyang Railway Station Pyongyang Grand Theatre and other major places to conduct intensive propaganda about immortal leadership exploits of Chairman Kim Jong Il. This makes the officials party members and other working people of the city double their resolve to thoroughly implement his behests. All counties of South Phyongan Province strive hard to renovate and expand an organic composite fertilizer factory making a big stride in the implementation of his behests. The Hamju County Party Committee of South Hamgyong Province regularly acquaints itself with actual conditions of Tongbong Co-op Farm and Phyongphungdok Goat Farm and units associated with immortal leadership exploits of Chairman Kim Jong Il helping them settle their troubles in time. Party organizations of Ryanggang Province Nampho City North Phyongan Jagang South Hwanghae Provinces and other areas are helping bring about great advances in the work to solve electricity shortage on their own and bolster up farming education and public health service.,Chae In Chol,2/16/2020
75576,Editorial, February 16 is an auspicious day of our people and the progressive people of the world. Chairman Kim Jong Il is not only a gifted thinker and theoretician an outstanding leader and an iron-willed brilliant commander but also an extraordinary patriot. He is a legendary commander who firmly defended the dignity and security of our Republic and people under the unfurled banner of Songun. He is a peerless elder statesman who brilliantly realized the single-hearted unity an absolute weapon of Juche Korea and handed it over to us. He is also a genius of creation who possessed of the noble outlook on the future laid the eternal foundation of self-reliance and self-prosperity. All people should keep deep in mind Kim Jong Il's patriotism and thoroughly apply it in practice. Whenever difficulties prop up they should recollect the history of his patriotic activities and unyieldingly turn out in the offensive with firmer resolution. They should sincerely uphold the idea and leadership of Supreme Leader Kim Jong Un. They should bring about successes of self-reliance on every front of socialist construction.,All people should show the world how the soldiers and followers of Chairman Kim Jong Il break through all difficulties and barriers to the revolutionary advance and usher in a new upsurge in the socialist construction. ,2/16/2020
75577,Supreme Leader Kim Jong Un Visits Kumsusan Palace of Sun,Kim Jong Un chairman of the Workers' Party of Korea chairman of the State Affairs Commission of the Democratic People's Republic of Korea and supreme commander of the armed forces of the DPRK visited the Kumsusan Palace of the Sun on the occasion of the Day of the Shining Star the greatest auspicious holiday of the nation. Accompanying him were Choe Ryong Hae member of the Presidium of the Political Bureau of the C. C. WPK first vice-chairman of the State Affairs Commission of the DPRK and president of the Presidium of the Supreme People's Assembly and Pak Pong Ju member of the Presidium of the Political Bureau of the C. C. WPK vice-chairman of the SAC of the DPRK and vice-chairman of the C. C. WPK. Also accompanying him were Kim Jae Ryong member of the Political Bureau of the C. C. WPK member of the State Affairs Commission of the DPRK and premier of the Cabinet and other members of the Political Bureau of the C. C. WPK. Placed at the statues of President Kim Il Sung and Chairman Kim Jong Il were a floral basket in the name of the Supreme Leader. Also laid were floral baskets in the names of the C. C. WPK the State Affairs Commission of the DPRK the Presidium of the Supreme People's Assembly of the DPRK and the Cabinet of the DPRK. The Supreme Leader together with the members of the Political Bureau of the C. C. WPK paid high tribute to the statues of Kim Il Sung and Kim Jong Il. At the hall where Kim Jong Il lies in state the Supreme Leader paid the highest tribute to him.,Political News Team,2/16/2020
75578,Supreme Leader Kim Jong Un Receives Reply Message from General Secretary of C. C. CPV,Kim Jong Un chairman of the Workers' Party of Korea (WPK) received a reply message from Nguyen Phu Trong general secretary of the Central Committee of the Communist Party of Vietnam (CPV) on February 10. Nguyen Phu Trong in his message expressed his sincere thanks to Kim Jong Un for sending a congratulatory message of friendship and good feeling to the CPV and him on the occasion of the 90th founding anniversary of the CPV on behalf of its Central Committee and on his own behalf. He said that the party state and people of Vietnam always attach importance to the traditional relations of friendship and cooperation between Vietnam and the DPRK personally provided by President Ho Chi Minh and President Kim Il Sung and cultivated by the leaders and the peoples of several generations of the two countries. He expressed conviction that the traditional friendly and cooperative relations between the two parties two states and peoples of the two countries would continue to develop in conformity with the new situation interests of the peoples of the two countries and for peace stability cooperation and development in the region and the rest of the world. He wished the WPK bigger and more successes in the cause of building and developing the country under the guidance of Kim Jong Un. He hoped that the traditional friendly and cooperative relations between the two parties two states and the peoples of the two countries would develop wonderfully with each passing day.,Rodong Sinmun,2/16/2020
75579,Supreme Leader Kim Jong Un Receives Reply Message from Thai King,Kim Jong Un chairman of the State Affairs Commission of the Democratic People's Republic of Korea received a reply message from Maha Vajiralongkorn Bodindradebayavarangkun king of the Kingdom of Thailand on February 13. The king expressed his sincere gratitude to Kim Jong Un for sending a congratulatory message to him on the occasion of the national day of the Kingdom of Thailand. He sincerely wished Kim Jong Un happiness in good health and the DPRK and its people well-being and prosperity.,Rodong Sinmun,2/16/2020
75580,Supreme Leader 'font-size:18pt;'Kim Jong Un Receives Congratulatory Letter from C. C. ** AINDF,Pyongyang** February 16 (KCNA) -- ''Kim Jong Un** chairman of the State Affairs Commission of the Democratic People's Republic of Korea** received a congratulatory letter from the Central Committee of the Anti-Imperialist National Democratic Front (AINDF) on Sunday on the occasion of the Day of the Shining Star (the birth anniversary of Chairman ''Kim Jong Il). The letter noted that the sacred life of the great ''Kim Jong Il** chairman of the National Defence Commission** brilliantly shines as the sacred one as he led the revolutionary cause of Juche pioneered by President ''Kim Il Sung in Mt Paektu to the brilliant victory and performed the eternal exploits in the history of Juche Korea and mankind. It said that ''Kim Jong Il** the outstanding elder statesman in the era of independence** laid the concrete foundation of the independent reunification and provided all the fellow countrymen with the bright hope of reunification with his noble patriotism and firm will to reunify the country. It also said that he delivered the decisive blow to the imperialist allied forces' strategy for hegemony and ambition for domination and made a great contribution to accomplishing the human cause of independence with the unwavering independent faith** energetic external activities and skillful political diplomacy. It stated that the red flag of Mt Paektu associated with the whole life of ''Kim Jong Il is fluttering higher in the sky under the leadership of ''Kim Jong Un. The letter expressed the will to hold in high esteem ''Kim Jong Il** the peerless patriot and the shining sun of the nation** forever and live and struggle firmly along the road of reunification and patriotism indicated by him. It added that the C. C. ** AINDF wishes ''Kim Jong Un good health carrying the unanimous mind of the vanguard fighters and the patriotic people of all social standings in the south.,KCNA,2/16/2020
75581,Supreme Leader 'font-size:18pt;'Kim Jong Un Receives Congratulatory Letter from Chongryon Central Standing Committee,Pyongyang** February 16 (KCNA) -- Supreme Leader ''Kim Jong Un received a congratulatory letter from the Central Standing Committee of the General Association of Korean Residents in Japan (Chongryon) on Sunday on the occasion of the Day of the Shining Star (birth anniversary of Chairman ''Kim Jong Il). The letter said that the career of the great leader Generalissimo ''Kim Jong Il** who was born in Mt Paektu and led the cause of Juche in the van** is the brilliant one of the most prominent leader and great sage of revolution as he achieved the exploits for the country and mankind true to the intention of President ''Kim Il Sung. It noted that ''Kim Jong Il is the gifted thinker and theoretician who provided the powerful ideological weapon for the victorious advance of the socialist cause with his rare wisdom and energetic pursuit and the peerlessly brilliant commander who won victory after victory in the acute political and military confrontation with the imperialists with his superb Songun leadership and thus turned our country into the political and ideological power of the single-minded unity and the military power of self-defence being recognized by the world. It said that ''Kim Jong Il is the outstanding leader who developed Chongryon into the patriotic pioneer** model of patriotism and loyalty and example of overseas compatriots' organizations true to the noble intention of ''Kim Il Sung and defender of the destiny of Chongryon and Koreans in Japan. It stated that the history of the warm affection of ''Kim Jong Il for the Koreans in Japan and blood ties between him and them invariably continue under the paternal benevolence and meticulous loving care of Supreme Leader ''Kim Jong Un. It stressed that Chongryon would make a signal advance in the struggle for moving up a new heyday of the movement of Koreans in Japan true to the behests of ''Kim Jong Il this year when the motherland is conducting an offensive for making a breakthrough head-on to open up a fresh avenue to socialist construction. It added that the Chongryon Central Standing Committee wishes ''Kim Jong Un good health** carrying the loyalty of the whole officials of Chongryon and Koreans in Japan and their reverence for him.,KCNA,2/16/2020
75582,Supreme Leader 'font-size:18pt;'Kim Jong Un Receives Congratulatory Letter from General Association of Koreans in China,Pyongyang** February 16 (KCNA) -- Supreme Leader ''Kim Jong Un received a congratulatory letter from the General Association of Koreans in China on Sunday on the occasion of the Day of the Shining Star (the birth anniversary of Chairman ''Kim Jong Il). The letter said that ''Kim Jong Il led the revolutionary cause of Juche pioneered by President ''Kim Il Sung to victory while holding aloft the red flag of revolution for tens of years with great ambition to glorify Korea. It noted that ''Kim Jong Il is the peerless patriot as he regarded ''Kim Il Sung's idea of believing in the people as in Heaven as his motto and found himself among the people all his life and glorified the socialist motherland into the country of the people and devoted himself to the building of a socialist powerful nation and happiness of all generations to come. It stressed that the revolutionary exploits of ''Kim Jong Il who worked heart and soul to decorate his noble revolutionary career with the ardent love for the country and the nation and noble dedication to them would shine long with the country. It said that the revolutionary cause of Juche led by ''Kim Jong Il is dynamically advancing toward a fresh victory as it is led by ''Kim Jong Un** another heaven-sent great man. It stated that Koreans in China fully realize that the rosy future and happy tomorrow of all the fellow countrymen and Koreans in China depend on the road of upholding with loyalty ''Kim Jong Un** the dignity of the socialist motherland and the banner of victory and glory** and supporting the beloved motherland with conscience. It stressed that Koreans in China would dynamically take the road of patriotism to contribute to the prosperity of the country** bearing in mind the great pride and self-esteem with which they live under the sky above Mt Paektu.,KCNA,2/16/2020
75583,Supreme Leader 'font-size:18pt;'Kim Jong Un Receives Reply Message from Thai King,Pyongyang** February 15 (KCNA) -- ''Kim Jong Un** chairman of the State Affairs Commission of the Democratic People's Republic of Korea** received a reply message from Maha Vajiralongkorn Bodindradebayavarangkun** king of the Kingdom of Thailand** on February 13. The king expressed his sincere gratitude to ''Kim Jong Un for sending a congratulatory message to him on the occasion of the national day of the Kingdom of Thailand. He sincerely wished ''Kim Jong Un happiness in good health and the DPRK and its people well-being and prosperity.,KCNA,2/16/2020
75551,Hundreds of Literary Works Produced in Praise of Chairman Kim Jong Il,Hundreds of literary works in praise of Chairman Kim Jong Il have been published for eight years. Among them are full-length novels ^Mt Osong^ and ^Field Train^ of the cycle of novels ^Immortal Guidance^ and a short story ^Tiger of Demarcation Line^. The works reflect the trust of Korean people in Kim Jong Il and their mind to hand down his exploits forever.,Rodong Sinmun,2/15/2020
75552,Ice Sculpture Festival-2020 Continues with Success,The Ice Sculpture Festival-2020 to celebrate the Day of the Shining Star (the birth anniversary of Chairman Kim Jong Il) is going on in Samjiyon City at the foot of Mt Paektu attracting huge crowd. On display at the venue of the festival are thousands pieces of sculptures of over 60 kinds created by shock brigade members of the regiment of the Ministry of People's Security under the direct control of the 216 Division with the yearning and reverence for Kim Jong Il. Since its opening on Feb. 8 the venue has been visited by an increasing number of shock brigade members of the 216 Division officials and working people of Ryanggang Province including those in Samjiyon City and participants in the expedition to the revolutionary battle sites in the area of Mt Paektu.,Rodong Sinmun,2/15/2020
75553,Congratulations to Supreme Leader Kim Jong Un from Syrian President,Kim Jong Un chairman of the Workers' Party of Korea and chairman of the State Affairs Commission of the Democratic People's Republic of Korea received a congratulatory message from Bashar Al-Assad president of the Syrian Arab Republic on February 6. The message extended the heartfelt and warmest congratulations and wishes to Kim Jong Un and the friendly Korean people on the occasion of the 78th birth anniversary of Kim Jong Il the eternal general secretary of the Workers' Party of Korea. It said that the great exploits performed by Kim Jong Il who brought about excellent successes in building a powerful socialist country will be immortal. It noted that the DPRK is now continuing to vigorously advance in order to make greater progress under the wise leadership of Kim Jong Un. It said that the DPRK which produced HE Kim Il Sung HE Kim Jong Il and Kim Jong Un the great leaders is qualified to proudly stand on the front rank of the powerful independent and sovereign states.,Rodong Sinmun,2/15/2020
75554,Floral Basket to Supreme Leader Kim Jong Un,Supreme Leader Kim Jong Un received a floral basket from Bonginkosi Emmanuel Nzimande general secretary of the South African Communist Party on Feb. 14 on the occasion of the Day of the Shining Star the birth anniversary of Chairman Kim Jong Il.,Rodong Sinmun,2/15/2020
75555,Floral Baskets to Statues of President Kim Il Sung and Chairman Kim Jong Il from Foreign Bodies,The Switzerland-Korea Committee and the Denmark-DPRK Friendship Association sent floral baskets to the statues of President Kim Il Sung and Chairman Kim Jong Il on Mansu Hill ahead of the Day of the Shining Star the birth anniversary of Kim Jong Il. The floral baskets were laid at the statues on Friday.,Rodong Sinmun,2/15/2020
