DPRK-EU Friendship parliamentary group Chairman Ri Jong Hyok visits European countries,dprk-eu-friendship-parliamentary-group-chairman-ri-jong-hyok-visits-european-countries,"<p>A delegation of the SPA headed by Ri Jong-hyok, chairman of the DPRK-EU friendship parliamentary group, leaves Pyongyang by air to visit European countries.</p>",
DPRK Friendship Art Delegation to China,dprk-friendship-art-delegation-to-china,"<h5>DPRK Friendship Art Delegation to Visit China</h5><p><em>Jan. 21, 2019</em></p><p>The friendship art delegation of the Democratic People's Republic of Korea led by Ri Su Yong member of the Political Bureau and vice-chairman of the Central Committee of the Workers' Party of Korea will visit the People's Republic of China from Jan. 23 at the invitation of the International Liaison Department of the Central Committee of the Communist Party of China.The DPRK friendship art delegation is composed of the State Merited Chorus of high repute and leading artistes in Pyongyang City.</p><p>‍</p><h5>DPRK Friendship Art Delegation Leaves for China</h5><p><em>Jan. 24, 2019</em></p><p>The friendship art delegation of the Democratic People's Republic of Korea led by Ri Su Yong member of the Political Bureau and vice-chairman of the Central Committee of the Workers' Party of Korea left here on Wednesday afternoon to visit the People's Republic of China at the invitation of the International Liaison Department of the Central Committee of the Communist Party of China.It is composed of the State Merited Chorus and leading artistes in Pyongyang City.The delegation was seen off by senior officials of the Central Committee of the Workers' Party of Korea Kim Ki Nam Kim Yo Jong Kwon Hyok Bong and Ri Chang Gun and others.Li Jinjun Chinese ambassador to the DPRK and his embassy official saw off the delegation. &nbsp; </p><h5>Successful Performances Given by DPRK Friendship Art Delegation in China</h5><p><em>Jan. 31, 2019</em></p><p>"" The friendship art delegation of the Democratic People's Republic of Korea (DPRK) is visiting the People's Republic of China (PRC) from January 23.The delegation has received a warm hospitality from the Chinese party government and people since it arrived at Dandong Railway Station border station of China.It arrived in Beijing on the morning of January 24.It was warmly greeted at Beijing Railway Station by Song Tao head of the International Liaison Department of the Central Committee of the Communist Party of China (CPC) and other cadres of the department and officials concerned.The DPRK friendship art delegation gave performances before full houses at the State Grand Theatre in Beijing from Jan. 26.Xi Jinping general secretary of the Central Committee of the Communist Party of China and president of the People's Republic of China and his wife Peng Liyuan met the DPRK friendship art delegation and enjoyed the performance at the theatre on Jan. 27.Prior to the performance Xi Jinping and Peng Liyuan met leading members of the delegation and had a talk with them.Xi Jinping said that the performance of the delegation is not only cultural exchange for the implementation of an important shared understanding between China and the DPRK but also an important activity for celebrating the 70th anniversary of the establishment of diplomatic relations between them expressing his will to consolidate the traditional China-DPRK friendship.Noting that he was moved by the good performance prepared by the Korean comrades he congratulated the DPRK friendship art delegation upon its great success.Saying that the cultural and art exchange is a very special and traditional major component of the China-DPRK relations he hoped that the two sides would make joint efforts for positive contributions to the promotion of the building of socialist culture.Ri Su Yong who is leading the delegation said that every number of the program prepared by the delegation is associated with the noble intention of the chairman of the Workers' Party of Korea to carry forward the valuable tradition of the DPRK-China friendship as required by the new times and steadily develop the feelings of friendship between the two peoples and thus add a brilliant page to the history of the DPRK-China relations.Expressing thanks to Xi Jinping for prioritizing and paying attention to the performing tour of the delegation he hoped that the current performance would be the New Year greetings to the Chinese comrades.Xi Jinping together with Peng Liyuan appreciated the performance given by the delegation.Among the audience were Wang Huning member of the Standing Committee of the Political Bureau and member of the Secretariat of the Central Committee of the Communist Party of China; Ding Xuexiang member of the Political Bureau and member of the Secretariat and director of the General Office of the C.C. CPC; Sun Chunlan member of the Political Bureau of the C.C. CPC and vice-premier of the State Council; Yang Jiechi member of the Political Bureau and director of the Office of the Foreign Affairs Commission of the C.C. CPC; Huang Kunming member of the Political Bureau member of the Secretariat and head of the Publicity Department of the C.C. CPC; Cai Qi member of the Political Bureau of the CPC Central Committee and secretary of the Beijing Municipal Committee of the CPC; Wang Yi state councilor and minister of Foreign Affairs of the PRC; Song Tao head of the International Liaison Department of the CPC Central Committee; and other officials of the Chinese party and government artistes and citizens of Beijing.Put on the stage which started with the prelude """"Korea-China Friendship Will Be Ever-lasting"""" were colorful music and dance pieces including favorite songs of the two peoples dating back to the annuls of the heroic creation and struggle.Amid the playing of songs of friendship and unity rocking the mountains and rivers of the two countries impressive pictures of the leaders of the elder generations of the two countries and the supreme leaders of the two parties who have shared the intention and feelings in the great course of the DPRK-China friendship meeting with each other were screened to win enthusiastic applauses.Put on the stage were colorful numbers such as female solo and male chorus """"We Love You Socialism"""" and song and dance """"Dash toward Future"""" depicting dignity and rosy future of the DPRK advancing along the road of Korean-style socialism while demonstrating the might of the single-minded unity under the wise guidance of the Workers' Party of Korea.Also put on the stage were female duet and male chorus """"Song of Changjiang"""" and other Chinese songs sung in the annals of prosperity of the Chinese nation as well as the proud 70-year long history of new China which were performed by male choruses of the State Merited Chorus.The songs reflecting the time-honored history of China and the patriotic emotion and optimism of the Chinese people gripped the minds of the audience.The performance was loudly applauded as it made a vigorous and fresh representation of the aspirations and desire of the peoples of the DPRK and China to more beautifully write an epic of friendship and unity to be envied by the whole world.Xi Jinping and Peng Liyuan presented a floral basket to the performers and mounted the stage to congratulate them on their successful performance and had a photo taken with them.The performance continued until Jan. 28.The State Grand Theater where the hot wind of enjoying the revolutionary opera """"The Flower Girl"""" and the wonderfully adapted opera """"A Dream of Red Mansions"""" was raised fiercely was crowded every day with the audience who came to appreciate the performance of the Korean artistes.Among the audience were Li Zhanshu member of the Standing Committee of the Political Bureau of the C.C. CPC and chairman of the Standing Committee of the National People's Congress of the People's Republic of China and other senior officials of the Chinese party and government artistes and citizens of Beijing.Three-day performances full of hot air of the DPRK-China friendship drew down a curtain being loudly applauded.During the stay the delegation enjoyed welcome performances given by the Chinese National Ballet at the Tianqiao Theatre in Beijing and by the opera troupe of the Chinese National Opera Theatre and toured the Capital Museum Lao She Teahouse and the Chinese Art Gallery.The Central Committee of the Communist Party of China gave a hearty welcome to the friendship art delegation of the DPRK during its China visit at the instruction and upon authorization of Xi Jinping. The art delegation achieved a rich success under the special care of the supreme leaders of the two parties and the two countries of the DPRK and China. ""</p><p>‍</p>",
DPRK Information Committee Vice Chairman Jong Yong Chol visits Malaysia and Laos,dprk-information-committee-vice-chairman-jong-yong-chol-visits-malaysia-and-laos,<p>A delegation of the North’s Information Committee headed by Vice Chairman Jong Yong-chol embarks on a trip to Malaysia and Laos.</p>,
DPRK Military Delegation to China,dprk-military-delegation-to-china,"<h5>DPRK Military Delegation Back Home</h5><p><em>Aug. 21, 2019</em></p><p>A military delegation of the Democratic People's Republic of Korea led by Army General Kim Su Gil director of the General Political Bureau of the Korean People's Army returned home on Tuesday after visiting the People's Republic of China.</p><p>‍</p><h5>DPRK Military Delegation Meets Chang Youxia</h5><p><em>Aug. 20, 2019</em></p><p>A military delegation of the Democratic People's Republic of Korea (DPRK) led by Army General Kim Su Gil director of the General Political Bureau of the Korean People's Army on a visit to China met and had a talk with Chang Youxia vice-chairman of the Central Military Commission of the People's Republic of China (PRC) at the August 1 Building in Beijing on Saturday.Chang Youxia warmly welcomed the DPRK military delegation on behalf of the Central Military Commission of the PRC and said that the delegation's current visit is of weighty significance in bilateral exchange.He said that the friendly relations between China and the DPRK common precious wealth provided by the leaders of the elder generation of the two countries open a new historic chapter thanks to the four China visits by Chairman Kim Jong Un and the DPRK visit by General Secretary Xi Jinping.He stressed that it is a consistent and firm policy of China to further consolidate and excellently develop China-DPRK relations.Then the DPRK military delegation was invited to a reception hosted by the vice-chairman of the Central Military Commission of the PRC.That day the DPRK military delegation met with Song Tao head of the International Liaison Department of the Central Committee of the Communist Party of China.</p><p>‍</p><h5>DPRK Military Delegation Visits Monument to People's Heroes<br></h5><p><em>Aug. 20, 2019</em></p><p>A military delegation of the Democratic People's Republic of Korea (DPRK) on a visit to the People's Republic of China (PRC) laid a wreath at the Monument to the People's Heroes in Tienanmen Square.Present at the wreath-laying ceremony were members of the military delegation of the DPRK led by Army General Kim Su Gil director of the General Political Bureau of the Korean People's Army the DPRK ambassador to China and the defence attache of the DPRK embassy and the assistant to the director of the political affairs department of the Central Military Commission of China and other military officials of China.A wreath in the name of the military delegation of the DPRK was laid.The participants paid tribute to the people's heroes of China and looked round the Mao Zedong Memorial Hall.The military delegation also visited the memorial hall of the First Congress of the Communist Party of China the Military Museum of the Chinese People's Revolution the newspaper report center of the Chinese People's Liberation Army political school under National Defence University and other places in Beijing and Shanghai. </p><p>‍</p><h5>DPRK Military Delegation Welcomed<br></h5><p><em>Aug. 19, 2019</em></p><p>A military delegation of the Democratic People's Republic of Korea (DPRK) led by Army General Kim Su Gil director of the General Political Bureau of the Korean People's Army was welcomed with due ceremony in front of the August 1 Building in Beijing on Friday.Present at the ceremony were the DPRK military delegation staff members of the DPRK embassy in Beijing Miao Hua director of the political affairs department of the Central Military Commission of the People's Republic of China and military officials concerned.That evening a reception was given in honor of the delegation at the Diaoyutai State Guesthouse.Artistes of the Chinese army gave a performance at the reception.</p><p>‍</p>",
DPRK Olympic Committee Chairman Ri Jong Mu Minister of Physical Culture and Sports attending sixth East Asian Games in China,dprk-olympic-committee-chairman-ri-jong-mu-minister-of-physical-culture-and-sports-attending-sixth-east-asian-games-in-china,"<p>A delegation of the DPRK Olympic Committee headed by Chairman Ri Jong-mu, minister of Physical Culture and Sports, leaves Pyongyang to attend the sixth East Asian Games to be held in Tianjin, China.</p>",
DPRK Olympic Committee Committee to Kazakhstan for preparation of Seventh Winter Asian Games,dprk-olympic-committee-committee-to-kazakhstan-for-preparation-of-seventh-winter-asian-games,,
DPRK Olympic Committee Delegation to 24th General Assembly of the Association of the National Olympic Committees in Qatar.,dprk-olympic-committee-delegation-to-24th-general-assembly-of-the-association-of-the-national-olympic-committees-in-qatar,,
DPRK Party and Government Delegation to Cuba,dprk-party-and-government-delegation-returns-to-cuba,"<h5>DPRK Party and Government Delegation Leaves for Cuba</h5><p><em>May 21, 2019</em></p><p>A party and government delegation of the Democratic Peoples Republic of Korea led by Ri Su Yong member of the Political Bureau and vice-chairman of the Central Committee of the Workers Party of Korea left here on Monday to visit the Republic of Cuba.</p><p>‍</p><h5>Party and Government Delegation of DPRK Tours Las Terrazas in Cuba</h5><p><em>May 27, 2019</em></p><p>A Party and government delegation of the Democratic Peoples Republic of Korea led by Ri Su Yong member of the Political Bureau and vicechairman of the Central Committee of the Workers Party of Korea toured Las Terrazas a famous tourist attraction and model ecozone in Artemisa Province during its sojourn in Cuba.</p><p>‍</p><h5>DPRK Party and Government Delegation Returns from Cuba</h5><p><em>May 29, 2019</em></p><p>A party and government delegation of the Democratic Peoples Republic of Korea led by Ri Su Yong member of the Political Bureau and vice chairman of the Central Committee of the Workers Party of Korea returned home on Tuesday after visiting the Republic of Cuba.</p><p>‍</p>",
DPRK Public Health Delegation to India for 72nd WHO SEA Regional Assembly,dprk-public-health-delegation-to-india-for-72nd-who-sea-regional-assembly,"<h5>DPRK Public Health Delegation Back Home</h5><p><em>Sept. 11, 2019</em></p><p>The DPRK public health delegation led by O Chun Bok minister of Public Health returned home on Tuesday after attending the 72nd South-east Asia Regional Assembly of WHO held in New Delhi.</p><p>‍</p>",
DPRK Vice Premier to Venezuela and Nigeria,dprk-vice-premier-to-venezuela-and-nigeria,"<h5>Delegation of DPRK Government Back Home</h5><p><em>June 18, 2019</em></p><p>A delegation of the government of the Democratic Peoples Republic of Korea headed by Vice Premier of the Cabinet Ri Ryong Nam returned home on Monday after attending the celebrations of the Day of Democracy of the Federal Republic of Nigeri</p><p>‍</p><h5>Head of DPRK Government Delegation Meets VP of Venezuela</h5><p><em>June 15, 2019</em></p><p>Ri Ryong Nam vice premier of the Cabinet who participated in the celebrations of the Day of Democracy of the Federal Republic of Nigeria as head of a delegation of the government of the Democratic Peoples Republic of Korea met and had a talk with Aristobulo Isturiz vice president of the Bolivarian Republic of Venezuela on June 12. The Venezuelan vice president wished the government and people of the DPRK strong in independence greater success in their struggle for socialism against imperialism stressing that the Venezuelan government and people would value and develop the friendly and cooperative relations with the DPRK.</p><h5>Head of DPRK Government Delegation Meets Presidents of Nigeria Congo Namibia and Chad</h5><p><em>June 14, 2019</em></p><p>Ri Ryong Nam vice premier of the Cabinet who participated in the celebrations of the Day of Democracy of the Federal Republic of Nigeria as head of the delegation of the government of the Democratic Peoples Republic of Korea separately met with presidents of the Federal Republic of Nigeria the Republic of Congo the Republic of Namibia and the Republic of Chad on June 11 and 12. The Nigerian president said that he was deeply impressed with the fact that Supreme Leader Kim Jong Un dispatched a delegation of the government of the DPRK to the celebrations stressing that he would make all efforts to further develop the traditional friendly and cooperative relations with the DPRK. The presidents of Congo Namibia and Chad warmly congratulated HE Kim Jong Un upon his election as chairman of the State Affairs Commission of the DPRK. They wished the Korean people success in their work for building a power and achieving peace and safety on the Korean peninsula. Ri Ryong Nam also met Yemi Osinbajo vice president of the Federal Republic of Nigeria.</p><h5>DPRK Government Delegation Leaves for Nigeria</h5><p><em>June 9, 2019</em></p><p>A delegation of the government of the Democratic Peoples Republic of Korea headed by Ri Ryong Nam vice premier of the Cabinet left here on Saturday to take part in the celebrations of the Day of Democracy of the Federal Republic of Nigeria.</p><p>‍</p>",
Education Commission Chairman Kim Sung Du visits China,education-commission-chairman-kim-sung-du-visits-china,<p>A delegation of officials of the Education Commission led by Chairman Kim Sung Du leaves Pyongyang to visit China.</p>,
First Secretary of the Kimilsung Socialist Youth League Kim Yong Chol visits China,first-secretary-of-the-kimilsung-socialist-youth-league-kim-yong-chol-visits-china,"<p>A North Korean delegation headed by Ri Yong-chol, first-secretary of the Central Committee of the Kimilsung Socialist Youth League, returns home, winding up its visit to China that started on Nov. 17.</p>",
First-vice Foreign Minister Kim Kye Gwan in Russia,first-vice-foreign-minister-kim-kye-gwan-in-russia,"<p>Kim Kye-gwan, the first vice-minister of Foreign Affairs, and his party leave Pyongyangto visit Russia until July 9.</p>",
First Vice Foreign Minister of DPRK Meets Russian Vice Foreign Minister,first-vice-foreign-minister-of-dprk-meets-russian-vice-foreign-minister,<p>Choe Son Hui first vice minister of Foreign Affairs of the Democratic People's Republic of Korea (DPRK) met and had a talk with Igor Morgulov vice foreign minister of the Russian Federation on Friday. Choe Son Hui is leading a delegation of the DPRK Foreign Ministry on a visit to Russia. At the talk they exchanged views on the situation of the Korean peninsula and the region and mentioned the need for the DPRK and Russia to intensify strategic communications and cooperation in preserving global peace and stability. Earlier Choe Son Hui met Alexandr Fomin vice-minister of Defense of the Russian Federation on Thursday.</p><p><br></p>,https://function.mil.ru/news_page/country/more.htm?id=12263079@egNews
Fisheries Minister Pak Thae Won visits Russia,fisheries-minister-pak-thae-won-visits-russia,<p>A delegation from the Ministry of Fisheries led by Minister Pak Thae-won returns to Pyongyang after ending its visit to Russia starting on Jan. 28.</p>,
Foreign Minister Pak Ui Chun holds talks with counterpart in Brunei,foreign-minister-pak-ui-chun-holds-talks-with-counterpart-in-brunei,"<p>The KCNA says talks between Pak Ui-chun, foreign minister of the DPRK (North Korea), and Mohamed Bolkiah, minister of Foreign Affairs and Trade of Brunei, were held in Bandar Seri Begawan on July 3.</p>",
Foreign Minister Pak Ui Chun in Egypt for NAM Ministerial Meeting,foreign-minister-pak-ui-chun-in-egypt-for-nam-ministerial-meeting,"<p>Foreign Minister Pak Ui-chun returns home after taking part in the Non-Alignment Movement ministerial meeting in Cairo, Egypt.</p>",
Foreign Minister Pak Ui Chun meets Malaysian counterpart Datuk Anifah Aman,foreign-minister-pak-ui-chun-meets-malaysian-counterpart-datuk-anifah-aman,<p>Talks are held in Kuala Lumpur between North Korean Foreign Minister Pak Ui Chun and his Malaysian counterpart Datuk Anifah Aman.</p>,
Foreign Minister Pak Ui Chun meets Singaporean Foreign Minister K. Shanmugam in Singapore,foreign-minister-pak-ui-chun-meets-singaporean-foreign-minister-k-shanmugam-in-singapore,<p>Talks between North Korean Foreign Minister Pak Ui-chun and Singaporean Foreign Minister K. Shanmugam are held in Singapore</p>,
Friendship Delegation of General Bureau for Affairs with Diplomatic Corps Leaves to China,friendship-delegation-of-general-bureau-for-affairs-with-diplomatic-corps-leaves-to-china,<p>A friendship delegation of the General Bureau for Affairs with Diplomatic Corps headed by General Director Kim Ik Song left here on Tuesday to visit China.</p>,
General Bureau of Civil Aviation director Kang Kisop visits Russia,general-bureau-of-civil-aviation-director-kang-kisop-visits-russia,<p>A delegation from the General Bureau of Civil Aviation headed by its director Kang Kisop leaves Pyongyang for Russia.</p>,
General Federation of Science and Technology Vice Chairman Kye Hui Nam visits China,general-federation-of-science-and-technology-vice-chairman-kye-hui-nam-visits-china,"<p>A delegation of the General Federation of Science and Technology of Korea led by the vice chairperson of its Central Committee, Kye Hui-nam, leaves Pyongyang to visit China.</p>",
General Federation of Trade Unions Chairman Hyon Sang Ju visits China,general-federation-of-trade-unions-chairman-hyon-sang-ju-visits-china,"<p>A delegation of the General Federation of Trade Unions of (North) Korea headed by the chairman of its Central Committee, Hyon Sang-ju, returns home after visiting China.</p>",
General Federation of Trade Unions of Korea (GFTUK) to Vietnam,general-federation-of-trade-unions-of-korea-gftuk-to-vietnam,<p>A delegation of the General Federation of Trade Unions of Korea (GFTUK) led by Ju Yong Gil chairman of its Central Committee left here Monday to visit Vietnam.</p>,
General Federation of Trade Unions of Korea Vice Chairman Choe Han Chun attends WFTU Presidential Council meeting in South Africa,general-federation-of-trade-unions-of-korea-vice-chairman-choe-han-chun-attends-wftu-presidential-council-meeting-in-south-africa,"<p>The delegation of the General Federation of Trade Unions of Korea led by Choe Han Chun, vice chairman of its Central Committee, leaves Pyongyang to attend a meeting of the Presidential Council of the World Federation of Trade Unions to be held in South Africa. A delegation of the General Association of Trade Unions of (North) Korea returns home after taking part in a meeting of the Presidential Council of the World Federation of Trade Unions in South Africa.</p>",
General Federation of Trade Unions Vice Chairman Han U Pal visits Vietnam and Laos,general-federation-of-trade-unions-vice-chairman-han-u-pal-visits-vietnam-and-laos,"<p>A delegation of the General Federation of Trade Unions of (North) Korea headed by Han U-pal, vice chairman of its central committee, leaves for Vietnam and Laos.</p>",
 Grand People’s Study House President Sin Osun Participates in 1st Asian Forum of Chief Librarians in China,grand-peoples-study-house-president-sin-osun-participates-in-1st-asian-forum-of-chief-librarians-in-china,<p>A delegation of the Grand People’s Study House in Pyongyang led by President Sin Osun returns home after participating in the 1st Asian Forum of Chief Librarians held in China.</p>,
Minister of People’s Security Choe Pu Il visits Mongolia ,imported-item-132,<p>A delegation of the North’s Ministry of People’s Security led by Minister Choe Pu-il leaves Pyongyang to visit Mongolia.</p>,
Ministry of Public Health Delegation attends World Health Organization meeting in India,imported-item-150,"<p>A delegation of the Ministry of Public Health of the DPRK leaves Pyongyang to attend a World Health Organization meeting of the Regional Certification Committee for Polio Eradication to be held in New Delhi, India.</p>",
General Bureau of Software Industry General Director Kang Yong-jun to  Mongolia,imported-item-157,"<p>A delegation of the General Bureau of Software Industry, headed by General Director Kang Yong-jun, leaves Pyongyang to visit Mongolia.</p>",
"Ri Su Yong on Ministerial Trip to Malaysia to met Ministers from Russia, Myanmar, Laos, Indonesia, and Malayasia",imported-item-158,"<p>A North Korean government delegation headed by Foreign Minister Ri Su-yong leaves Pyongyang to pay official visits to Malaysia, Thailand and Brunei. North Korean Foreign Minister Ri Su-yong from Aug. 5-7 have talks with foreign ministers of Russia, Myanmar, Mongolia, Laos, Indonesia and Malaysia on the sidelines of the ministerial meeting of the ASEAN Regional Forum held in Malaysia. North Korean Foreign Minister Ri Su-yong arrives in Bangkok to pay an official visit to Thailand.</p>",
"Minister of Fisheries Pak Thae Won attends Asian Regional Ministerial Meeting on Aquiculture for Food Security, Nutrition and Economic Development in Sri Lanka",imported-item-28minister-of-fisheries-pak-thae-won-attends-asian-regional-ministerial-meeting-on-aquiculture-for-food-security-nutrition-and-economic-development-in-sri-lanka,"<p>A delegation of the North Korean Ministry of Fisheries led by Minister Pak Thae-won leaves Pyongyang to attend the Asian Regional Ministerial Meeting on Aquiculture for Food Security, Nutrition and Economic Development to be held in Sri Lanka.</p>",
Vice Minister of Physical Culture and Sports Son Kwang Ho attends Olympic-related meetings in Russia,imported-item-64vice-minister-of-physical-culture-and-sports-son-kwang-ho-attends-olympic-related-meetings-in-russia,"<p>A delegation of the Olympic Committee led by Son Kwang-ho, the vice minister of Physical Culture and Sports, leaves Pyongyang to take part in the 18th general meeting of the National Olympic Committees and the 2nd sports conference of the World Olympic due in Russia.</p>",
Information Committee Vice Chairman Jang Yong Chol visits Indonesia and Myanmar,information-committee-vice-chairman-jang-yong-chol-visits-indonesia-and-myanmar,<p>A delegation of the Information Committee led by Vice Chairman Jang Yong-chol leaves Pyongyang to visit Indonesia and Myanmar.</p>,
Inter-sector talks between North Korea and Uganda take place in Kampala,inter-sector-talks-between-north-korea-and-uganda-take-place-in-kampala,,
 International Affairs Department of the WPK Central Committee Director Kim Yong-il meets with Chinese President Hu Jintao in Beijing,international-affairs-department-of-the-wpk-central-committee-director-kim-yong-il-meets-with-chinese-president-hu-jintao-in-beijing,<p>A delegation of the International Affairs Department of the WPK Central Committee led by its Director Kim Yong-il arrives in Beijing and meets with Chinese President Hu Jintao.</p><p>gf</p>,
International Affairs Institute Vice Director Kim Ui Ho visits China,international-affairs-institute-vice-director-kim-ui-ho-visits-china,<p>A delegation of the International Affairs Institute (IAI) led by Vice Director Kim Ul-ho leaves Pyongyang to visit China.</p>,
International Affairs Institute Vice Director Kim Ulho visits Britain,international-affairs-institute-vice-director-kim-ulho-visits-britain,<p>A delegation of the International Affairs Institute headed by its Vice Director Kim Ulho leaves Pyongyang to visit Britain.</p>,
Ji Jae Ryong meets with PRC Defense Minsiter Liang Guanglie in China,ji-jae-ryong-meets-with-prc-defense-minsiter-liang-guanglie-in-china,"<p>Ji Jae-ryong, North Korea’s ambassador to China, met with Beijing’s Defense Minister Liang Guanglie in Beijing and discussed developing the friendly and cooperative relations between the two countries.</p>",
Jilin Provincial Committee Secretary Bayinchaolu visits DPRK,jilin-provincial-committee-secretary-bayinchaolu-visits-dprk,"<p>Ri Hi Yong, chairman of the North Hamgyong Provincial Committee of the Workers' Party of Korea (WPK), met and had a talk with a friendship delegation of the Jilin Provincial Committee of the Communist Party of China led by Secretary Bayinchaolu in Chongjin City on Monday, Dec. 23. Ri Su Yong member of the Political Bureau and vice-chairman of the Central Committee of the Workers' Party of Korea met and had a warm talk with a friendship delegation of the Jilin Provincial Committee of the Communist Party of China led by Secretary Bayinchaolu on Dec. 25. The Chinese delegation visited various other sites on a general tour, but the delegations visit was focused on economic development in northern North Korea. <br></p><p><br></p>",
Jong In Chol vice minister of Physical Culture and Sport takes part in the 7th Winter Asian Games in Kazakhstan,jong-in-chol-vice-minister-of-physical-culture-and-sport-takes-part-in-the-7th-winter-asian-games-in-kazakhstan,"<p>A sports team led by Jong In-chol, vice minister of Physical Culture and Sports, leaves for Kazakhstan to take part in the 7th Winter Asian Games to be held there.</p>",
Jong Song Thaek leads Joint Guidance Committee delegation to Beijing ,jong-song-thaek-leads-joint-guidance-committee-delegation-to-beijing,"<p>A delegation of the DPRK-China Joint Guidance Committee led by its DPRK side chairman Jang Song-thaek, department director of the WPK Central Committee, leaves Pyongyang for Beijing, China, to take part in the third meeting of the committee. The third meeting of the DPRK-China Joint Guidance Committee for the joint development and management of the Rason Economic Trade Zone and Hwanggumpyong and Wiwhado Economic Zones is held in Beijing. In the meeting two countries agreed to ramp up their joint development of economic zones.</p>",
Journalist Union delegation led by Pyongyang SInmun editor-in-chief Song Rak Gyun visits China,journalist-union-delegation-led-by-pyongyang-sinmun-editor-in-chief-song-rak-gyun-visits-china,"<p>A delegation of the Journalists Union of (North) Korea led by Song Rak-gyun, editorin-chief of the Pyongyang Sinmun, returns home after visiting China.</p>",
Kang Sok-ju holds talks with the Mongolian Democratic Party,kang-sok-ju-holds-talks-with-the-mongolian-democratic-party,<p>The WPK delegation led by Kang Sok-ju holds talks with the Mongolian Democratic Party (MDP) at the state building of Mongolia.</p><p>‍</p>,
Kang Sok-ju visits Italy,kang-sok-ju-visits-italy,"<p>The delegation of the WPK, led by Kang Sok-ju, a member of the Political Bureau and secretary of the Central Committee of the WPK, visited Italy</p><p>‍</p>",
KCNA Director General Kim Pyong Ho attends 2nd world media summit in Moscow,kcna-director-general-kim-pyong-ho-attends-2nd-world-media-summit-in-moscow,<p>A delegation of the KCNA led by Director General Kim Pyong-ho leaves Pyongyang to attend in the 2nd world media summit to be held in Moscow.</p>,
KCNA Director General Kim Pyong ho visits US with the Associated Press,kcna-director-general-kim-pyong-ho-visits-us-with-the-associated-press,"<p>A delegation of the KCNA led by Director General Kim Pyong Ho returns home after winding up its visit to the United States at the invitation of The Associated Press (AP) starting on June 23. During the stay in the U.S., the delegation signed a deal with the AP to open a comprehensive news bureau in Pyongyang</p>",
 KCNA first-vice director general Kim Chang Kwang attends U.S. photo exhibition opening ,kcna-first-vice-director-general-kim-chang-kwang-attends-u-s-photo-exhibition-opening,"<p>A delegation of the KCNA headed by its first-vice director general Kim Chang-kwang, leaves Pyongyang to take part in the opening ceremony of a joint photo exhibition in the U.S. to commemorate the 100th birthday of Kim Il-sung.</p>",
 KCNA Vice Director General Ri Ho Gyu visits China,kcna-vice-director-general-ri-ho-gyu-visits-china,<p>A delegation of the KCNA headed by Vice Director General Ri Ho-gyu leaves Pyongyang to visit China.</p>,
Kim Chaek University of Technology led by President Hong So Hon in China,kim-chaek-university-of-technology-led-by-president-hong-so-hon-in-china,"<p>A delegation of Kim Chaek University of Technology led by President Hong So-hon leaves Pyongyang to take part in the forum of presidents and rectors of world universities to be held in Qingdao, China.</p>",
 Kim Il-sung Socialist Youth League first-secretary Ri Yong Cholof  departs for Vietnam,kim-il-sung-socialist-youth-league-first-secretary-ri-yong-cholof-departs-for-vietnam,"<p>A delegation of the Kim Il-sung Socialist Youth League, headed by Ri Yong-chol, first-secretary of its Central Committee, departs for Vietnam.</p>",
Kim Il Sung University Delegation Leaves for China,kim-il-sung-university-delegation-leaves-for-china,"<h5>Kim Il Sung University Delegation Leaves for China</h5><p><em>Sept. 20, 2019</em></p><p><em>Rodong Sinmun</em></p><p>A delegation of Kim Il Sung University headed by Choe Sang Gon president of the University and minister of Higher Education left here on Thursday to attend celebrations for marking the 70th founding anniversary of Yanbian University of China.</p><p>‍</p>",
Kim Il-sung University President Song Ja Rip visits China,kim-il-sung-university-president-song-ja-rip-visits-china,"<p>A delegation of Kim Il-sung University, led by President Song Ja-rip, leaves for China.</p>",
Kim Il Sung University President Song Ja Rip visits China and Vietnam,kim-il-sung-university-president-song-ja-rip-visits-china-and-vietnam,"<p>A delegation from Kim il-sung University headed by Song Ja-rip, president of the university, leaves Pyongyang to visit China and Vietnam.</p>",
Kim Ki Nam's delegation visits Equatorial Guinea,kim-ki-nams-delegation-visits-equatorial-guinea,"<p>A party and government delegation led by Kim Ki-nam, member of the Political Bureau and secretary of the WPK Central Committee, arrives in Malabo to visit Equatorial Guinea.</p>",
Kim Kye Gwan holds talks with 1st VM Valadimir Titov in Moscow,kim-kye-gwan-holds-talks-with-1st-vm-valadimir-titov-in-moscow,"<p>The KCNA says talks were held in Moscow on July 4 between Kim Kye-gwan, first-vice minister of Foreign Affairs, and Vladimir Titov, first-vice foreign minister of the Russian Federation.</p>",
Kim Kye Gwan in China,kim-kye-gwan-in-china,"<p>Kim Kye-gwan, first-vice minister of Foreign Affairs, leaves Pyongyang to visit China until July 22.</p>",
Kim Yong Il leads WPK Party delegation to China,kim-yong-il-leads-wpk-party-delegation-to-china,"<p>A WPK delegation headed by Kim Yong-il, an alternate member of the Political Bureau and secretary of the WPK Central Committee, leaves Pyongyang for China.</p>",
