 Republic of Korea's Position on the Korean Clause of the final declaration of the summit conference of the non-aligned movement,republic-of-koreas-position-on-the-korean-clause-of-the-final-declaration-of-the-summit-conference-of-the-non-aligned-movement,"The ROK stated that it was their wish that the Korean question should be addressed and solved by peaceful means with dialogue between only North and South Korea. The Non-Aligned movement, as such, should delete the Korean question off their agenda according to the ROK. Furthermore, the ROK requested that any attempts by the North Koreans to include paragraphs regarding South Koreaï¿½s hosting of the Olympics should be blocked.",United Kingdom Foreign Secretary,,,,
Resolution of Olympics Co-hosting Issue Unlikely Soon,resolution-of-olympics-co-hosting-issue-unlikely-soon,"INR assessment of potential for agreement on DPRK / ROK co hosting of the 1988 Olympics. INR suggests agreement is unlikely as ROK does not want to give more than it already has, and North is likewise unlikely to relax its demands for ""more than a few preliminary events"" as offered by the ROK","United States Department of State, INR",,United States,,
Reuters Article on Konkuk University Protests,reuters-article-on-konkuk-university-protests,"Students and Kunkook university protested against outside intervention and dictatorship, and were now occupying buildings and engaging in a standoff with the government.",Reuters,,,,
"Reverend Moon is charged with two violations: The law on assemblies and demonstrations, and the law on inciting Riot",reverend-moon-is-charged-with-two-violations-the-law-on-assemblies-and-demonstrations-and-the-law-on-inciting-riot,Moon Ik-Hwan was reported to be arrested for protesting and inciting riots on two separate occasions. He is the 59th person to be indicted in connection with May 3rd protests.,US Embassy Seoul,,,,
ROK/DPRK and the NAM (Non-Aligned Members) Summit 1986,rok-dprk-and-the-nam-non-aligned-members-summit-1986,"According to the ROK, the North Koreans had three objectives in attending the Non-Aligned Movement Summit. The North Koreans received ambiguous statements regarding their request for support in co-hosting the 1988 Olympics and strong opposition towards their objectives of hosting a meeting in Pyongyang and adding clauses regarding US military presence to summit declarations. ROK was pleased with the outcome of the meeting.",United Kingdom Foreign Secretary,,,,
ROK letter to UNSC. ROK points out the DPRK has been boycotting established North-South dialogues since Jan 20,rok-letter-to-unsc-rok-points-out-the-dprk-has-been-boycotting-established-north-south-dialogues-since-jan-20,"The ROK responded to a previously sent letter in which the DPRK purported that the ROK ignored DPRK proposals. The ROK stated that such proposals were uninformed, not intended to be negotiated, and merely propaganda tools for the state. If the DPRK was serious about deescalating tensions and inter-Korean talks, it should resume Red Cross talks. In a further note, the ROK reminded members that United Nations command in Korea was created to unite countriesï¿½ militaries under US operational command.",United Nations,,,,
ROK National Assembly to Discuss Constitutional Revision,rok-national-assembly-to-discuss-constitutional-revision,"ROK ruling party has reluctantly agreed to permit the national assembly debate of the highly contentious constitutional revision issue, but this is unlikely to narrow differences on the issue between the government and opposition, at least this year. It could, however, spur moderates on both sides to seek a compromise before 1988 to defuse an issue that could otherwise spark serious internal political tensions. ","United States Department of State, INR",,United States,,
Set of Two Notes from UN to ROK ,set-of-two-notes-from-un-to-rok,"At the request of ROK leaders, DPRK and ROK representatives have stated their separate viewpoints on the Kumgangsan dam project at press conferences in the United Nations. The UN suggested to ROK that, in light of the press conferences creating negative tension around the issue, the leaders of ROK approach this issue quietly after a period of cooling off.",United Nations,,,,
Shifting Student Demonstration Tactics,shifting-student-demonstration-tactics,"INR assessment of ongoing student protests against the government. INR suggestst that ""forceful occupation of ROK and US facilities"" represents a small segment of student views. Larger pricture is overshadowed by same. The general feeling of protests are ""strident anti/US message"" and increasing violence. INR assesses that students are unlikely to stop or scale back action and that reaciton to government violence and intsensificaiton of clampdown may result in greater student violence, potentially on US facilities. ","United States Department of State, INR",,United States,,
State Department Report on ROK Politics,state-department-report-on-rok-politics,"US analysts state that President Chun is trying to regain the legitimacy that he lacks from the Korean public. The President is taking strong action against opposing politicians in the National Assembly, and it is probable if public protests were to arise, he would use this as an opportunity to implement martial law. It is important to watch and see if labor will be affected by the same radicalism as students. The domestic situation is closely linked with the Olympics, especially as Chun made it an administrative goal to see the success of the Olympic games in Seoul.","United States Department of State, East Asia Pacific Bureau",,,,
State Department Report on U.S. Korea Economic Relations,state-department-report-on-u-s-korea-economic-relations,"US-Korea relations have greatly improved, with South Korea becoming the USï¿½ 7th largest trading partner. At the same time, South Koreaï¿½s failure to fully liberalize its markets and protect intellectual property rights has caused tension in the relationship. South Korea has conceded to limited liberalization measure in the agriculture, technology, and service sectors, but these measures do not fully meet the US goals.","United States Department of State, INR",,,,
Summary of meeting between Secretary Shultz and ROK Deputy PM Kim Mahn Je in Seoul,summary-of-meeting-between-secretary-shultz-and-rok-deputy-pm-kim-mahn-je-in-seoul,"The ROK Deputy Prime Minister met with US representatives to talk about trade liberalization in South Korea. The ROK was working to resolve protectionism concerns of the US, but required cooperation from trade partners. The ROK also expressed interest in resolving further trade issues in a less conspicuous manner.",US Embassy Seoul,,,United States Department of State,
Summary of Meeting Between Seoul Embassy Political Officer and Kim Dae Jung,summary-of-meeting-between-seoul-embassy-political-officer-and-kim-dae-jung,"Kim Dae Jung reiterated that the comments made by Secretary Schultz were disappointing and demoralizing for the Korean public and opposition. He countered US suggestions for compromise, saying that the government not only restricted his movements but also refused to meet with him. Still, he recognized that the US is a valuable partner and emphasized the importance of changing anti-American attitudes.",US Embassy Seoul,,,,
Summary of meetings between State department officials and Japanese Foreign Ministry officials in Tokyo concerning issues on the Korean peninsula,summary-of-meetings-between-state-department-officials-and-japanese-foreign-ministry-officials-in-tokyo-concerning-issues-on-the-korean-peninsula,"The Japanese representatives noted that the opposition party of Korea was just as invested in ensuring the 1988 games went smoothly and had become more cautious with the messaging of protests and criticisms, thus the chance of confrontation was slim. In regard to North Korea, there seemed to be a distancing between China and North Korea and a corresponding warming of USSR/DPRK relations.","United States Department of State, East Asia Pacific Bureau",,,United States Department of State,
Summary of NKDP leaders meeting with Secretary Shultz in which they express their dissatisfaction with the Secretary's recent comments in Seoul,summary-of-nkdp-leaders-meeting-with-secretary-shultz-in-which-they-express-their-dissatisfaction-with-the-secretarys-recent-comments-in-seoul,"A delegation of opposition leaders visited the US to discuss human rights issues in the ROK, specifically the repression of political speech and arrests of political prisoners. The opposition leaders expressed dissatisfaction with US comments that indicated support for President Chun and requested assistance in ending repressive conditions. The US, although committed to protecting human rights in Korea, stated that constitutional revisions were an internal-Korean matter that did not necessitate US interference.","United States Department of State, East Asia Pacific Bureau",,,,
The Arrest of Members of the Student Committee for the Promotion of Democracy (Minchuwi) and the Fabricated Case Against Kim Geun Tae,the-arrest-of-members-of-the-student-committee-for-the-promotion-of-democracy-minchuwi-and-the-fabricated-case-against-kim-geun-tae,"Statement released by student protesters in response to the arrest of 26 students of the Student Committee for the Promotion of Democracy (Minchuwi) and the interrogation of Kim Keun Tae. Kim was the former chair of the Youth Federation for Democracy but was accused of being a pro-communist revolutionary when he was arrested. Kim was subsequently tortured during interrogation by police, adding his name to at least three other students who were tortured during their police interrogations after being arrested in conjunction with student protests.",Youth Federation for Democracy,,South Korea,,
"""Third of four messages on anti-americanism in south Korea"" from US Embassy.""",third-of-four-messages-on-anti-americanism-in-south-korea-from-us-embassy,"In this report, the radicalization of students in Korea and their societal influence is largely due to disillusionment with political liberalization. Korean students view themselves as the true nationalists of Korea. Thus, though student radicals do not make up a large portion of the population, their worldview influences the views of the rest of society. For political opposition leaders, student radicals are also a tool to pressure and maybe overturn the Chun government and ensure their own political goals.",US Embassy Seoul,,,,
Trade Dispute Intensifies Korean coolness to US w/ annotation by Wickham,trade-dispute-intensifies-korean-coolness-to-us-w-annotation-by-wickham,"An LA Times writer spoke to the growing anti-American sentiment in South Korea. He detailed how recent events involving Secretary Schultz revealed the US to be supporting President Chun over opposition leaders that called for direct elections, and he claimed that the US became entangled with the Gwangju protests by sending troops to aid Chun. The USï¿½ supportive actions towards democratization have also received little attention from the public.",Los Angeles Times,,,,
UN Secretary-General meets with DPRK UN observer,un-secretary-general-meets-with-dprk-un-observer,"The UN Secretary General met with DPRK representatives to convey ROK concerns about the Kumgangsan dam project, specifically their concerns that the dam would burst and cause heavy flooding damage to the South. DPRK said the project was intended to benefit both the North and the South and proper surveys had been conducted. The DPRK was upset that the ROK would take issue with this project, calling out the ROK for their own betrayals of allowing nuclear weapons to be housed in the South.",United Nations,,,,
Unsafeguarded North Korean Nuclear Facility at Yongbyon,unsafeguarded-north-korean-nuclear-facility-at-yongbyon,"Following Amb. Kennedy's visit, the State Department passed along additional notes on US efforts to impose safeguards on DPRK reactor. Document includes a list of talking points for Dr. Hong to deliver to the ROK Government outlining American discussions with the Soviets and Chinese on the issue. ","United States Department of State, East Asia Pacific Bureau",,United States,,
Wickham's response to LA times article,wickhams-response-to-la-times-article,"John Wickham wrote to the LA Times to correct claims from a recent article, ï¿½Trade Dispute Intensified South Korea Coolness to U.S.ï¿½ Mr. Wickham refuted that he had given permission for troops to be sent to quell Gwangju protests. By protocol, the troops were not under US operational control if responding to internal situations. Therefore, the release of the division from his control was not a decision but an automatic process.","United States Department of State, East Asia Pacific Bureau",,,,
